"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"outcome_domain";"gambling_outcome";"instrument";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"md_arm1varm2";"common_sd_arm1vsarm2";"year";"time_weeks";"time";"format";"format_details";"country";"mean_age";"percent_women";"sg";"ac";"ba";"itt";"rob";"full_ref";"doi";"abstract";"title";"url";"journal";"id_study";".id"
"102";"Myrseth, 2009";"cbt";"wl";NA;NA;-0,549581427464752;0,511068805948316;"msd";"gambling";"intensity";"intensity";2968,57;6668,45;7;7800;9539,22;7;NA;NA;2009;"7";"post";"ind";"ind";"eu";"37.4";0,21;0;0;0;0;0;"Myrseth, H., Litlerè, I., Støylen, I. J., & Pallesen, S. (2009). A controlled study of the effect of cognitive–behavioural group therapy for pathological gamblers. Nordic Journal of Psychiatry, 63(1), 22-31.";"10.1080/08039480802055139";"As the number of pathological gamblers has increased recently, the need for effective treatment has become more evident. The aim of this study was to evaluate the effectiveness of a short-term cognitive–behavioural group therapy programme for pathological gamblers. Fourteen subjects (three females and 11 males), who met the criteria for pathological gambling in accordance with the Diagnostic and Statistical Manual of Mental Disorders IV, were randomly assigned to a Treatment Group (n=7) or a waiting list Control Group (n=7). An experimental design with three repeated measures was used (pre-treatment, post-treatment/post-waiting list and follow-up). The dependent variables were DSM-IV Criteria for Pathological Gambling, Money Spent on Gambling During the Last Week and Gamblers Inventory of Negative Consequences. The Treatment Group improved on the DSM-IV Criteria for Pathological Gambling, but did not show a significant improvement on Money Spent on Gambling During the Last week from pre-treatment to post-treatment. Combining both groups at 3-months follow-up, there was a significant improvement on all three variables from pre-treatment to follow-up. The results of this controlled study indicate that a short-term cognitive–behavioural group treatment for pathological gamblers had an effect.";"A controlled study of the effect of cognitive–behavioural group therapy for pathological gamblers";"https://www.tandfonline.com/doi/abs/10.1080/08039480802055139";"Nordic Journal of Psychiatry ";"Myrseth, 2009";NA
"103";"Myrseth, 2009";"cbt";"wl";NA;NA;-0,468833929189703;0,508187345632969;"msd";"gambling";"intensity";"intensity";737,14;1227,6;7;2422,86;4599,31;7;NA;NA;2009;"12";"follow up";"ind";"ind";"eu";"37.4";0,21;0;0;0;0;0;"Myrseth, H., Litlerè, I., Støylen, I. J., & Pallesen, S. (2009). A controlled study of the effect of cognitive–behavioural group therapy for pathological gamblers. Nordic Journal of Psychiatry, 63(1), 22-31.";"10.1080/08039480802055139";"As the number of pathological gamblers has increased recently, the need for effective treatment has become more evident. The aim of this study was to evaluate the effectiveness of a short-term cognitive–behavioural group therapy programme for pathological gamblers. Fourteen subjects (three females and 11 males), who met the criteria for pathological gambling in accordance with the Diagnostic and Statistical Manual of Mental Disorders IV, were randomly assigned to a Treatment Group (n=7) or a waiting list Control Group (n=7). An experimental design with three repeated measures was used (pre-treatment, post-treatment/post-waiting list and follow-up). The dependent variables were DSM-IV Criteria for Pathological Gambling, Money Spent on Gambling During the Last Week and Gamblers Inventory of Negative Consequences. The Treatment Group improved on the DSM-IV Criteria for Pathological Gambling, but did not show a significant improvement on Money Spent on Gambling During the Last week from pre-treatment to post-treatment. Combining both groups at 3-months follow-up, there was a significant improvement on all three variables from pre-treatment to follow-up. The results of this controlled study indicate that a short-term cognitive–behavioural group treatment for pathological gamblers had an effect.";"A controlled study of the effect of cognitive–behavioural group therapy for pathological gamblers";"https://www.tandfonline.com/doi/abs/10.1080/08039480802055139";"Nordic Journal of Psychiatry ";"Myrseth, 2009";NA
"104";"Oei, 2010";"cbt";"wl";"ind";"wl";-0,395228054558313;0,249904105378533;"msd";"gambling";"intensity";"intensity";142;217;37;1191;3998;28;NA;NA;2010;"6";"post";"ind";"ind";"au";"43.4";0,41;1;0;0;0;1;"Oei, T. P., Raylu, N., & Casey, L. M. (2010). Effectiveness of group and individual formats of a combined motivational interviewing and cognitive behavioral treatment program for problem gambling: A randomized controlled trial. Behavioural and Cognitive Psychotherapy, 38(2), 233-238.";"10.1017/S1352465809990701";"Background: The study aimed to assess the effectiveness of group and individual formats of a combined motivational interviewing and cognitive behavioral treatment (CBT) program for problem gamblers (PGs) using a randomized controlled design. Method: One hundred and two PGs were randomly assigned to individual or group CBT conditions. Twenty-eight of these participants were randomly allocated to a 6-week waitlist control condition prior to receiving the designated treatment. Results: At post-treatment, there were significant improvements in all dependent variables (frequency and amount gambled, gambling urges, gambling cognitions, negative psychological states, and life satisfaction) for both the treatment conditions but not for the waitlist condition. Individuals that completed the individual (compared to group) treatment condition generally had higher effect sizes for gambling correlates. Therapeutic gains for gambling correlates were generally maintained at 6-month follow-up. Conclusions: A combined motivational interviewing and CBT program applied in group or individual format can improve PG behaviors, as well as gambling correlates.";"Effectiveness of Group and Individual Formats of a Combined Motivational Interviewing and Cognitive Behavioral Treatment Program for Problem Gambling: A Randomized Controlled Trial";"https://www.cambridge.org/core/journals/behavioural-and-cognitive-psychotherapy/article/abs/effectiveness-of-group-and-individual-formats-of-a-combined-motivational-interviewing-and-cognitive-behavioral-treatment-program-for-problem-gambling-a-randomized-controlled-trial/2385704CA941CA8A83223DCE2EE66B40";"Behavioural and Cognitive Psychotherapy";"Oei, 2010";NA
"105";"Oei, 2010";"cbt";"wl";"grp";"wl";-0,419504273878571;0,250208323444966;"msd";"gambling";"intensity";"intensity";79;127;37;1191;3998;28;NA;NA;2010;"6";"post";"grp";"grp";"au";"46.4";0,41;1;0;0;0;1;"Oei, T. P., Raylu, N., & Casey, L. M. (2010). Effectiveness of group and individual formats of a combined motivational interviewing and cognitive behavioral treatment program for problem gambling: A randomized controlled trial. Behavioural and Cognitive Psychotherapy, 38(2), 233-238.";"10.1017/S1352465809990701";"Background: The study aimed to assess the effectiveness of group and individual formats of a combined motivational interviewing and cognitive behavioral treatment (CBT) program for problem gamblers (PGs) using a randomized controlled design. Method: One hundred and two PGs were randomly assigned to individual or group CBT conditions. Twenty-eight of these participants were randomly allocated to a 6-week waitlist control condition prior to receiving the designated treatment. Results: At post-treatment, there were significant improvements in all dependent variables (frequency and amount gambled, gambling urges, gambling cognitions, negative psychological states, and life satisfaction) for both the treatment conditions but not for the waitlist condition. Individuals that completed the individual (compared to group) treatment condition generally had higher effect sizes for gambling correlates. Therapeutic gains for gambling correlates were generally maintained at 6-month follow-up. Conclusions: A combined motivational interviewing and CBT program applied in group or individual format can improve PG behaviors, as well as gambling correlates.";"Effectiveness of Group and Individual Formats of a Combined Motivational Interviewing and Cognitive Behavioral Treatment Program for Problem Gambling: A Randomized Controlled Trial";"https://www.cambridge.org/core/journals/behavioural-and-cognitive-psychotherapy/article/abs/effectiveness-of-group-and-individual-formats-of-a-combined-motivational-interviewing-and-cognitive-behavioral-treatment-program-for-problem-gambling-a-randomized-controlled-trial/2385704CA941CA8A83223DCE2EE66B40";"Behavioural and Cognitive Psychotherapy";"Oei, 2010";NA
"106";"Oei, 2018";"cbt";"wl";NA;NA;0,0643852365067163;0,269547916086902;"msd";"gambling";"intensity";"intensity";364,96;1133,1;23;313,24;401,12;32;NA;NA;2018;"7";"post";"ind";"ush";"au";"49.4";0,51;0;0;0;0;0;"Oei, T. P. S., Raylu, N., & Lai, W. W. (2018). Effectiveness of a self help cognitive behavioural treatment program for problem gamblers: a randomised controlled trial. Journal of Gambling Studies, 34(2), 581-595.";"10.1007/s10899-017-9723-1";"The study aimed to strengthen the scarce literature on self-help treatments for Problem Gambling (PG) by comparing the effectiveness of a Self-Help Cognitive Behavioral Treatment (SHCBT) program (n = 23) with a 6-week Waitlist condition (n = 32) in problem gamblers. Participants were community volunteers with gambling problems and were randomly allocated to the Waitlist and treatment conditions. Results showed significant improvements at post-treatment in gambling behaviors including frequency of gambling, average amount gambled per day and PG symptoms as well as a number of gambling correlates including psychological states (e.g., depression, anxiety and stress), gambling cognitions, gambling urges, gambling related self-efficacy, satisfaction with life, and quality of life among those who completed the SHCBT program, when compared with the waitlist condition. The effect size (partial η 2) ranged from .25 to .57 for all assessed outcomes that showed significant improvement from pre- to post-treatment. It was concluded that a self-help CBT program can be beneficial for treating community problem gamblers.";"Effectiveness of a Self Help Cognitive Behavioural Treatment Program for Problem Gamblers: A Randomised Controlled Trial";"https://link.springer.com/article/10.1007/s10899-017-9723-1";"Journal of Gambling Studies";"Oei, 2018";NA
"107";"Petry, 2008";"cbt";"ao";NA;NA;-0,396374622356495;0,21830663315691;"msd";"gambling";"intensity";"intensity";2;1;38;2,4;1;47;NA;NA;2008;"6";"post";"ind";"ind";"us";"42.6";0,38;1;1;1;1;4;"Petry, N. M., Weinstock, J., Ledgerwood, D. M., & Morasco, B. (2008). A randomized trial of brief interventions for problem and pathological gamblers. Journal of Consulting and Clinical Psychology, 76(2), 318-328.";"10.1037/0022-006X.76.2.318";"Limited research exists regarding methods for reducing problem gambling. Problem gamblers (N = 180) were randomly assigned to assessment only control, 10 min of brief advice, 1 session of motivational enhancement therapy (MET), or 1 session of MET plus 3 sessions of cognitive-behavioral therapy. Gambling was assessed at baseline, at 6 weeks, and at a 9-month follow-up. Relative to assessment only, brief advice was the only condition that significantly decreased gambling between baseline and Week 6, and it was associated with clinically significant reductions in gambling at Month 9. Between Week 6 and Month 9, MET plus cognitive-behavioral therapy evidenced significantly reduced gambling on 1 index compared with the control condition. These results suggest the efficacy of a very brief intervention for reduction of gambling among problem and pathological gamblers who are not actively seeking gambling treatment. ";"A randomized trial of brief interventions for problem and pathological gamblers.";"https://psycnet.apa.org/record/2008-03290-013";"Journal of Consulting and Clinical Psychology";"Petry, 2008";NA
"108";"Petry, 2008";"cbt";"ao";NA;NA;-0,205437234411611;0,228958482267921;"msd";"gambling";"intensity";"intensity";1,8;1,5;34;2,1;1,4;42;NA;NA;2008;"30";"follow up";"ind";"ind";"us";"42.6";0,38;1;1;1;1;4;"Petry, N. M., Weinstock, J., Ledgerwood, D. M., & Morasco, B. (2008). A randomized trial of brief interventions for problem and pathological gamblers. Journal of Consulting and Clinical Psychology, 76(2), 318-328.";"10.1037/0022-006X.76.2.318";"Limited research exists regarding methods for reducing problem gambling. Problem gamblers (N = 180) were randomly assigned to assessment only control, 10 min of brief advice, 1 session of motivational enhancement therapy (MET), or 1 session of MET plus 3 sessions of cognitive-behavioral therapy. Gambling was assessed at baseline, at 6 weeks, and at a 9-month follow-up. Relative to assessment only, brief advice was the only condition that significantly decreased gambling between baseline and Week 6, and it was associated with clinically significant reductions in gambling at Month 9. Between Week 6 and Month 9, MET plus cognitive-behavioral therapy evidenced significantly reduced gambling on 1 index compared with the control condition. These results suggest the efficacy of a very brief intervention for reduction of gambling among problem and pathological gamblers who are not actively seeking gambling treatment. ";"A randomized trial of brief interventions for problem and pathological gamblers.";"https://psycnet.apa.org/record/2008-03290-013";"Journal of Consulting and Clinical Psychology";"Petry, 2008";NA
"109";"So, 2020";"cbt";"ao";NA;NA;-0,0230466522037504;0,14199583053978;"md";"gambling";"intensity";"intensity";NA;NA;96;NA;NA;101;-11974;517554;2020;"4";"post";"ind";"ind";"eas";"36.299999999999997";0,21;1;1;0;1;3;"So, R., Furukawa, T. A., Matsushita, S., Baba, T., Matsuzaki, T., Furuno, S., ... & Higuchi, S. (2020). Unguided chatbot-delivered cognitive behavioural intervention for problem gamblers through messaging app: a randomised controlled trial. Journal of Gambling Studies, 36(4), 1391-1407.";"10.1007/s10899-020-09935-4";"Internet-delivered intervention may be an acceptable alternative for the more than 90% of problem gamblers who are reluctant to seek face-to-face support. Thus, we aimed to (1) develop a low-dropout unguided intervention named GAMBOT integrated with a messaging app; and (2) investigate its effect. The present study was a randomised, quadruple-blind, controlled trial. We set pre-to-post change in the Problem Gambling Severity Index (PGSI) as the primary outcome and pre-to-post change in the Gambling Symptom Assessment Scale (G-SAS) as a secondary outcome. Daily monitoring, personalised feedback, and private messages based on cognitive behavioural theory were offered to participants in the intervention group through a messaging app for 28 days (GAMBOT). Participants in the control group received biweekly messages only for assessments for 28 days (assessments only). A total of 197 problem gamblers were included in the primary analysis. We failed to demonstrate a significant between-group difference in the primary outcome (PGSI − 1.14, 95% CI − 2.75 to 0.47, p = 0.162) but in the secondary outcome (G-SAS − 3.14, 95% CI − 0.24 to − 6.04, p = 0.03). Only 6.7% of the participants dropped out during follow-up and 77% of the GAMBOT group participants (74/96) continued to participate in the intervention throughout the 28-day period. Integrating intervention into a chatbot feature on a frequently used messaging app shows promise in helping to overcome the high dropout rate of unguided internet-delivered interventions. More effective and sophisticated contents delivered by a chatbot should be sought to engage over 90% of problem gamblers who are reluctant to seek face-to-face support.";"Unguided Chatbot-Delivered Cognitive Behavioural Intervention for Problem Gamblers Through Messaging App: A Randomised Controlled Trial";"https://link.springer.com/article/10.1007/s10899-020-09935-4";"Journal of Gambling Studies";"So, 2020";NA
"110";"Sylvain, 1997";"cbt";"wl";NA;NA;-0,989113416021983;0,383833504415848;"msd";"gambling";"intensity";"intensity";8,57;23,16;14;188;243,84;15;NA;NA;1997;"NA";"post";"ind";"ind";"can";"40.200000000000003";0;0;0;0;0;0;"Sylvain, C., Ladouceur, R., & Boisvert, J. M. (1997). Cognitive and behavioral treatment of pathological gambling: a controlled study. Journal of consulting and Clinical Psychology, 65(5), 727-732.";"10.1037/0022-006X.65.5.727";"This study evaluated the efficacy of a cognitive-behavioral treatment package for pathological gambling. Twenty-nine men who met criteria for pathological gambling in accordance with the Diagnostic and Statistical Manual of Mental Disorders (3rd ed., revised; DSM-III-R; American Psychiatric Association, 1987) were randomly assigned to treatment or wait-list control. The treatment included 4 components: (a) cognitive correction of erroneous perceptions about gambling, (b) problem-solving training, (c) social skills training, and (d) relapse prevention. The dependent variables were the South Oaks Gambling Screen, perception of control, frequency of gambling, perceived self-efficacy, desire to gamble, and number of DSM-III-R criteria met by participants. Posttest results indicated highly significant changes in the treatment group on all outcome measures, and analysis of data from 6- and 12-month follow-ups revealed maintenance of therapeutic gains. Recommendations for clinical interventions are discussed and focus on the cognitive correction of erroneous perceptions of gambling. ";"Cognitive and behavioral treatment of pathological gambling: A controlled study.";"https://psycnet.apa.org/doiLanding?doi=10.1037%2F0022-006x.65.5.727";"Journal of Consulting and Clinical Psychology";"Sylvain, 1997";NA
"111";"Wong, 2015";"cbt";"cau";NA;NA;0;0,350022053495501;"msd";"gambling";"intensity";"intensity";2,6;2,41;15;2,6;2,41;16;NA;NA;2015;"10";"post";"grp";"grp";"eas";"NA";0;0;0;0;1;1;"Wong, D. F. K., Chung, C. L. P., Wu, J., Tang, J., & Lau, P. (2015). A preliminary study of an integrated and culturally attuned cognitive behavioral group treatment for Chinese problem gamblers in Hong Kong. Journal of Gambling Studies, 31(3), 1015-1027.";"10.1007/s10899-014-9457-2";"Chinese people may have a higher rate of gambling problems than other cultural groups. However, there are very few clinical outcome studies that have demonstrated the effectiveness of clinical interventions for helping Chinese gamblers. Cognitive behavioural therapy (CBT) has been found to be effective for helping problem gamblers to significantly reduce their gambling problems in western countries. Very few CBT clinical trials have been conducted with the Chinese populations, and the results were masked by methodological limitations. This preliminary study attempted to test the effectiveness of an integrated and culturally attuned CBT group treatment for Chinese problem gamblers in Hong Kong. This study adopted a randomized control design and 38 participants were allocated randomly to the experimental condition (n = 18) and control condition (n = 20). The experimental group received 10 weekly CBT group sessions and individual counseling services while control group only received the individual counseling services. Significant decreases in gambling severity and frequencies of gambling were found in the experimental group. The findings also showed that a change in gambling cognitions predicted the changes in gambling severity and gambling urge while a change in gambling severity was also linked to a change in depression. Preliminary evidence highlights the potential benefits of an integrated and culturally attuned CBT group treatment for Chinese problem gamblers in Hong Kong. However, a more vigorous research design with a larger sample is needed to provide solid evidence of the effectiveness of the model for Chinese problem gamblers.";"A Preliminary Study of an Integrated and Culturally Attuned Cognitive Behavioral Group Treatment for Chinese Problem Gamblers in Hong Kong";"https://link.springer.com/article/10.1007/s10899-014-9457-2";"Journal of Gambling Studies";"Wong, 2015";NA
"112";"Carlbring, 2010";"cbt";"wl";NA;NA;0,153596025670556;0,412050712262103;"msd";"su";NA;"igd";2,12;4,91;8;1,56;2,77;18;NA;NA;2010;"12";"post";"ind";"ind";"eu";"40.5";0,16;1;1;0;0;2;"Carlbring, P., Jonsson, J., Josephson, H., & Forsberg, L. (2010). Motivational interviewing versus cognitive behavioral group therapy in the treatment of problem and pathological gambling: A randomized controlled trial. Cognitive Behaviour Therapy, 39(2), 92-103.";"10.1080/16506070903190245";"Pathological gambling is a widespread problem with major implications for society and the individual. There are effective treatments, but little is known about the relative effectiveness of different treatments. The aim of this study was to test the effectiveness of motivational interviewing, cognitive behavioral group therapy, and a no-treatment control (wait-list) in the treatment of pathological gambling. This was done in a randomized controlled trial at an outpatient dependency clinic at Karolinska Institute (Stockholm, Sweden). A total of 150 primarily self-recruited patients with current gambling problems or pathological gambling according to an NORC DSM-IV screen for gambling problems were randomized to four individual sessions of motivational interviewing (MI), eight sessions of cognitive behavioral group therapy (CBGT), or a no-treatment wait-list control. Gambling-related measures derived from timeline follow-back as well as general levels of anxiety and depression were administered at baseline, termination, and 6 and 12 months posttermination. Treatment showed superiority in some areas over the no-treatment control in the short term, including the primary outcome measure. No differences were found between MI and CBGT at any point in time. Instead, both MI and CBGT produced significant within-group decreases on most outcome measures up to the 12-month follow-up. Both forms of intervention are promising treatments, but there is room for improvement in terms of both outcome and compliance.";"Motivational Interviewing Versus Cognitive Behavioral Group Therapy in the Treatment of Problem and Pathological Gambling: A Randomized Controlled Trial";"https://www.tandfonline.com/doi/full/10.1080/16506070903190245";"Cognitive Behaviour Therapy ";"Carlbring, 2010";NA
"113";"Carlbring, 2008";"cbt";"wl";NA;NA;-1,34433394333413;0,270062936997221;"msd";"gambling";"severity";"nods";1,97;2,94;34;5,84;2,74;32;NA;NA;2008;"12";"post";"ind";"ind";"eu";"31.9";0,06;1;1;0;1;3;"Carlbring, P., & Smit, F. (2008). Randomized trial of internet-delivered self-help with telephone support for pathological gamblers. Journal of Consulting and Clinical Psychology, 76(6), 1090-1094.";"10.1037/a0013603";"Although effective therapies for pathological gambling exist, their uptake is limited to 10% of the target population. To lower the barriers for help seeking, the authors tested an online alternative in a randomized trial (N = 66). The participants were pathological gamblers not presenting with severe comorbid depression. A wait-list control was compared with an 8-week Internet-based cognitive behavior therapy program with minimal therapist contact via e-mail and weekly telephone calls of less than 15 min. Average time spent on each participant, including phone conversations, e-mail, and administration, was 4 hr. The Internet-based intervention resulted in favorable changes in pathological gambling, anxiety, depression, and quality of life. Composite between-group effect size (Cohen's d) at posttreatment was 0.83. Follow-ups carried out in the treatment group at 6, 18, and 36 months indicated that treatment effects were sustained (ds = 2.58, 1.96, and 1.98). This evidence is in support of Internet-delivered treatment for pathological gamblers. However, it is not clear how effective the treatment is for more severely depressed individuals.";"Randomized trial of internet-delivered self-help with telephone support for pathological gamblers.";"https://psycnet.apa.org/record/2008-16943-010";"Journal of Consulting and Clinical Psychology";"Carlbring, 2008";NA
"114";"Carlbring, 2010";"cbt";"wl";NA;NA;0,44298500494536;0,270271735080081;"msd";"gambling";"severity";"nods";2,07;2,68;30;1;1,96;25;NA;NA;2010;"12";"post";"ind";"ind";"eu";"40.5";0,16;1;1;0;1;3;"Carlbring, P., Jonsson, J., Josephson, H., & Forsberg, L. (2010). Motivational interviewing versus cognitive behavioral group therapy in the treatment of problem and pathological gambling: A randomized controlled trial. Cognitive Behaviour Therapy, 39(2), 92-103.";"10.1080/16506070903190245";"Pathological gambling is a widespread problem with major implications for society and the individual. There are effective treatments, but little is known about the relative effectiveness of different treatments. The aim of this study was to test the effectiveness of motivational interviewing, cognitive behavioral group therapy, and a no-treatment control (wait-list) in the treatment of pathological gambling. This was done in a randomized controlled trial at an outpatient dependency clinic at Karolinska Institute (Stockholm, Sweden). A total of 150 primarily self-recruited patients with current gambling problems or pathological gambling according to an NORC DSM-IV screen for gambling problems were randomized to four individual sessions of motivational interviewing (MI), eight sessions of cognitive behavioral group therapy (CBGT), or a no-treatment wait-list control. Gambling-related measures derived from timeline follow-back as well as general levels of anxiety and depression were administered at baseline, termination, and 6 and 12 months posttermination. Treatment showed superiority in some areas over the no-treatment control in the short term, including the primary outcome measure. No differences were found between MI and CBGT at any point in time. Instead, both MI and CBGT produced significant within-group decreases on most outcome measures up to the 12-month follow-up. Both forms of intervention are promising treatments, but there is room for improvement in terms of both outcome and compliance.";"Motivational Interviewing Versus Cognitive Behavioral Group Therapy in the Treatment of Problem and Pathological Gambling: A Randomized Controlled Trial";"https://www.tandfonline.com/doi/full/10.1080/16506070903190245";"Cognitive Behaviour Therapy ";"Carlbring, 2010";NA
"115";"So, 2020";"cbt";"ao";NA;NA;-0,0984917394707338;0,142077755714146;"md";"gambling";"severity";"pgsi";NA;NA;96;NA;NA;101;-1,14;11,53;2020;"4";"post";"ind";"ind";"eas";"36.299999999999997";0,21;1;1;0;1;3;"So, R., Furukawa, T. A., Matsushita, S., Baba, T., Matsuzaki, T., Furuno, S., ... & Higuchi, S. (2020). Unguided chatbot-delivered cognitive behavioural intervention for problem gamblers through messaging app: a randomised controlled trial. Journal of Gambling Studies, 36(4), 1391-1407.";"10.1007/s10899-020-09935-4";"Internet-delivered intervention may be an acceptable alternative for the more than 90% of problem gamblers who are reluctant to seek face-to-face support. Thus, we aimed to (1) develop a low-dropout unguided intervention named GAMBOT integrated with a messaging app; and (2) investigate its effect. The present study was a randomised, quadruple-blind, controlled trial. We set pre-to-post change in the Problem Gambling Severity Index (PGSI) as the primary outcome and pre-to-post change in the Gambling Symptom Assessment Scale (G-SAS) as a secondary outcome. Daily monitoring, personalised feedback, and private messages based on cognitive behavioural theory were offered to participants in the intervention group through a messaging app for 28 days (GAMBOT). Participants in the control group received biweekly messages only for assessments for 28 days (assessments only). A total of 197 problem gamblers were included in the primary analysis. We failed to demonstrate a significant between-group difference in the primary outcome (PGSI − 1.14, 95% CI − 2.75 to 0.47, p = 0.162) but in the secondary outcome (G-SAS − 3.14, 95% CI − 0.24 to − 6.04, p = 0.03). Only 6.7% of the participants dropped out during follow-up and 77% of the GAMBOT group participants (74/96) continued to participate in the intervention throughout the 28-day period. Integrating intervention into a chatbot feature on a frequently used messaging app shows promise in helping to overcome the high dropout rate of unguided internet-delivered interventions. More effective and sophisticated contents delivered by a chatbot should be sought to engage over 90% of problem gamblers who are reluctant to seek face-to-face support.";"Unguided Chatbot-Delivered Cognitive Behavioural Intervention for Problem Gamblers Through Messaging App: A Randomised Controlled Trial";"https://link.springer.com/article/10.1007/s10899-020-09935-4";"Journal of Gambling Studies";"So, 2020";NA
"116";"Carlbring, 2008";"cbt";"wl";NA;NA;0,716870807000005;0,25126885086453;"msd";"qol";NA;"qoli";2,58;1,29;34;1,47;1,75;32;NA;NA;2008;"12";"post";"ind";"ind";"eu";"31.9";0,06;1;1;0;1;3;"Carlbring, P., & Smit, F. (2008). Randomized trial of internet-delivered self-help with telephone support for pathological gamblers. Journal of Consulting and Clinical Psychology, 76(6), 1090-1094.";"10.1037/a0013603";"Although effective therapies for pathological gambling exist, their uptake is limited to 10% of the target population. To lower the barriers for help seeking, the authors tested an online alternative in a randomized trial (N = 66). The participants were pathological gamblers not presenting with severe comorbid depression. A wait-list control was compared with an 8-week Internet-based cognitive behavior therapy program with minimal therapist contact via e-mail and weekly telephone calls of less than 15 min. Average time spent on each participant, including phone conversations, e-mail, and administration, was 4 hr. The Internet-based intervention resulted in favorable changes in pathological gambling, anxiety, depression, and quality of life. Composite between-group effect size (Cohen's d) at posttreatment was 0.83. Follow-ups carried out in the treatment group at 6, 18, and 36 months indicated that treatment effects were sustained (ds = 2.58, 1.96, and 1.98). This evidence is in support of Internet-delivered treatment for pathological gamblers. However, it is not clear how effective the treatment is for more severely depressed individuals.";"Randomized trial of internet-delivered self-help with telephone support for pathological gamblers.";"https://psycnet.apa.org/record/2008-16943-010";"Journal of Consulting and Clinical Psychology";"Carlbring, 2008";NA
"117";"Grant, 2009";"cbt";"cau";NA;NA;0,573384326521997;0,244859958478863;"msd";"qol";NA;"qoli";40,9;12,4;33;32,6;15,9;35;NA;NA;2009;"8";"post";"ind";"ind";"us";"48.7";0,63;0;0;0;1;1;"Grant, J. E., Donahue, C. B., Odlaug, B. L., Kim, S. W., Miller, M. J., & Petry, N. M. (2009). Imaginal desensitisation plus motivational interviewing for pathological gambling: randomised controlled trial. The British Journal of Psychiatry, 195(3), 266-267.";"10.1192/bjp.bp.108.062414";"Sixty-eight individuals were randomised to either six sessions of imaginal desensitisation plus motivational interviewing (IDMI) or Gamblers Anonymous. Individuals assigned to IDMI had significantly greater reductions in Yale–Brown Obsessive Compulsive Scale Modified for Pathological Gambling total scores, gambling urges and gambling behaviour. People who failed to respond to Gamblers Anonymous reported significantly greater reduction in pathological gambling symptoms following later assignment to IDMI. Abstinence was achieved by 63.6% during the acute IDMI treatment period.";"Imaginal desensitisation plus motivational interviewing for pathological gambling: randomised controlled trial";"https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/imaginal-desensitisation-plus-motivational-interviewing-for-pathological-gambling-randomised-controlled-trial/7A2F7986A04C4DDE62C30BDD38B4258F";"The British Journal of Psychiatry";"Grant, 2009";NA
"118";"Casey, 2017";"cbt";"wl";NA;NA;-1,10101495904128;0,272997519657883;"msd";"gambling";"severity";"sogs";3;3,61;24;7,53;4,31;40;NA;NA;2017;"6";"post";"ind";"ind";"au";"44.5";0,58;1;0;0;0;1;"Casey, L. M., Oei, T. P., Raylu, N., Horrigan, K., Day, J., Ireland, M., & Clough, B. A. (2017). Internet-based delivery of cognitive behaviour therapy compared to monitoring, feedback and support for problem gambling: a randomised controlled trial. Journal of gambling studies, 33(3), 993-1010.";"10.1007/s10899-016-9666-y";"The aim of this study was to investigate the efficacy of an Internet-based cognitive behavioural therapy program (I-CBT) for the treatment of problem gambling, when compared to a waitlist control and an active comparison condition consisting of monitoring, feedback, and support (I-MFS). Participants (N = 174) were randomly allocated to the three conditions. Variables of interest were gambling outcome and related mental health measures. Participants in the active conditions (I-CBT and I-MFS) completed six online modules. Both I-CBT and I-MFS conditions resulted in significant treatment gains on gambling severity. However, I-CBT was also associated with reductions in a range of other gambling-related and mental health outcomes. Compared with I-MFS, I-CBT produced greater effects across seven outcomes measures, relating to gambling urges, cognitions, stress, and life satisfaction. I-CBT participants also rated the program as significantly more satisfactory. Treatment gains observed for both active conditions were found to be stable through to 12 month follow up. The results indicate that the benefits of I-CBT were more than simply the non-specific effects of engaging in online treatment or receiving motivation, feedback, and support. Online treatments for gambling may be a valuable tool in increasing help-seeking and treatment engagement in this population, and be integrated as part of stepped care approaches to treatment.";"Internet-Based Delivery of Cognitive Behaviour Therapy Compared to Monitoring, Feedback and Support for Problem Gambling: A Randomised Controlled Trial";"https://link.springer.com/article/10.1007/s10899-016-9666-y";"Journal of Gambling Studies";"Casey, 2017";NA
